,0,1,2,Cluster_ID(3-means),age-interval(3-means),Cluster_ID(4-means),age-interval(4-means),Cluster_ID(5-means),age-interval(5-means),Cluster_ID(6-means),age-interval(6-means),Cluster_ID(7-means),age-interval(7-means),Cluster_ID(8-means),age-interval(8-means)
704,300870000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
705,301313000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
706,302717000000,57.22108145,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
707,303198000000,67.53456537,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
708,303311000000,72.5,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
709,303698000000,70.2477755,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
710,303933000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
711,304121000000,12.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
712,304156000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
713,304599000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
714,304647000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
715,305036000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
716,305193000000,8.58333333,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
717,305446000000,26.92950034,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
718,305665000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
719,305972000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
720,306130000000,12.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
721,306285000000,13.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
722,306640000000,33.0,'female',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
723,306849000000,8.39,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
724,307350000000,32.93634497,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
725,307727000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
726,308204000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
727,308416000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
728,309024000000,12.3477,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
729,309443000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
730,309747000000,30.41752225,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
731,309833000000,44.09308693,'female',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
732,309845000000,57.5,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
733,310761000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
734,310792000000,31.2827,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
735,310908000000,70.55989049,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
736,310952000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
737,311225000000,6.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
738,312033000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
739,312402000000,40.81314168,'male',1,17 - 42,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
740,312461000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
741,312712000000,10.72,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
742,313277000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
743,313720000000,27.4114,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
744,313784000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
745,314160000000,27.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
746,314392000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
747,314577000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
748,314632000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
749,314810000000,14.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
750,315097000000,7.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
751,315164000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
752,315327000000,66.37371663,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
753,315766000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
754,316019000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
755,316839000000,69.28952772,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
756,317505000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
757,317593000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
758,318450000000,25.92744695,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
759,318524000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
760,318586000000,8.91232877,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
761,318712000000,62.68035592,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
762,318994000000,16.0,'male',2,6 - 17,3,6 - 16,0,16 - 24,2,6 - 16,3,15 - 22,4,15 - 21
763,319179000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
764,319525000000,61.58795346,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
765,319717000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
766,319983000000,9.7201,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
767,320209000000,20.8,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
768,320368000000,10.63013699,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
769,320424000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
770,320966000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
771,321009000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
772,322828000000,24.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
773,322877000000,37.21013005,'female',1,17 - 42,2,29 - 50,3,24 - 37,3,35 - 50,6,28 - 38,5,31 - 39
774,322974000000,11.67,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
775,323003000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
776,323188000000,18.7379,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
777,323546000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
778,323929000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
779,324114000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
780,324287000000,60.8678987,'female',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
781,324608000000,8.7,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
782,324666000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
783,324822000000,9.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
784,325005000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
785,325117000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
786,325498000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
787,326018000000,72.14510609,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
788,326198000000,22.5,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
789,326361000000,56.2,'male',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
790,326547000000,7.7502,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
791,326649000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
792,326679000000,28.99657769,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
793,326733000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
794,327435000000,13.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
795,327818000000,74.63655031,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
796,328412000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
797,328703000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
798,329074000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
799,329114000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
800,329178000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
801,329449000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
802,329453000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
803,329510000000,16.66,'male',2,6 - 17,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
804,329525000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
805,329980000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
806,330154000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
807,330413000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
808,330605000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
809,331340000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
810,331345000000,73.0,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
811,331566000000,24.62149213,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
812,331582000000,63.83572895,'female',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
813,331640000000,18.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
814,333365000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
815,333566000000,7.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
816,333584000000,24.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
817,333685000000,11.66027397,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
818,333770000000,55.63586585,'male',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
819,334016000000,8.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
820,334232000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
821,334237000000,26.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
822,334240000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
823,334327000000,63.66324435,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
824,334711000000,9.02191781,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
825,334926000000,33.0,'female',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
826,334998000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
827,335119000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
828,336517000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
829,336832000000,32.5,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
830,337161000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
831,337609000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
832,337864000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
833,338079000000,14.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
834,338867000000,27.5,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
835,338890000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
836,339410000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
837,339464000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
838,339606000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
839,340212000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
840,340425000000,53.32785763,'male',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
841,340884000000,42.15195072,'female',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
842,341026000000,69.54688569,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
843,341129000000,8.89863014,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
844,341275000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
845,341486000000,9.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
846,341598000000,54.74332649,'female',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
847,341853000000,9.9,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
848,342263000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
849,342594000000,28.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
850,342678000000,10.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
851,343000000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
852,343048000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
853,343316000000,11.323,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
854,343374000000,28.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
855,343433000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
856,343769000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
857,343941000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
858,344002000000,13.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
859,344118000000,43.82477755,'male',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
860,344932000000,9.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
861,345201000000,32.5,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
862,345318000000,27.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
863,345322000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
864,345578000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
865,345708000000,33.59342916,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
866,345815000000,81.94113621,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
867,345991000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
868,346184000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
869,346320000000,27.5,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
870,346546000000,11.15890411,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
871,346579000000,26.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
872,347308000000,22.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
873,347451000000,30.0,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
874,347536000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
875,347794000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
876,347809000000,22.5,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
877,347834000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
878,348206000000,20.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
879,348473000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
880,348573000000,42.5,'female',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
881,348792000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
882,349042000000,11.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
883,349084000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
884,349091000000,11.95068493,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
885,349234000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
886,349851000000,33.0,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
887,349981000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
888,350232000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
889,350614000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
890,351385000000,27.83572895,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
891,351417000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
892,351431000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
893,351490000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
894,351546000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
895,351604000000,63.24709103,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
896,351668000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
897,351877000000,24.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
898,351911000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
899,352012000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
900,352180000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
901,352465000000,20.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
902,352892000000,10.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
903,353104000000,34.1,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
904,353157000000,22.5,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
905,353500000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
906,353593000000,41.62,'female',1,17 - 42,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
907,353927000000,21.0979,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
908,354023000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
909,354196000000,23.84668036,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
910,354347000000,15.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
911,354837000000,18.75,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
912,354908000000,8.17808219,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
913,355310000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
914,355721000000,72.13141684,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
915,356042000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
916,356952000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
917,357132000000,20.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
918,357408000000,45.25667351,'male',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
919,357813000000,8.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
920,357881000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
921,358027000000,68.26830938,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
922,358064000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
923,358154000000,18.2,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
924,358181000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
925,359666000000,13.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
